transaction_id,date,department,region,vendor,category,amount_usd,status,approved_by,memo
TX0006618,2025-05-22,HR,East,LinkedIn,Recruiting,192.75,approved,L. Rossi,
TX0006619,2024-10-07,Operations,Central,Grainger,Maintenance,280.73,approved,T. Nguyen,
TX0006620,2025-04-01,Engineering,East,AWS,Cloud,96.18,approved,S. Okafor,
TX0006621,2026-08-28,Engineering,International,AWS,Cloud,10.67,approved,S. Okafor,
TX0006622,2024-09-01,Marketing,Central,Vistaprint,Printing,57.63,approved,J. Chen,
TX0006623,2025-08-06,Finance,East,Staples,Office Supplies,18.45,approved,M. Alvarez,
TX0006624,2024-03-30,Engineering,International,Atlassian,Software,201.71,pending,S. Okafor,
TX0006625,2026-03-10,Marketing,International,Canva,Software,337.26,pending,J. Chen,
TX0006626,2025-05-11,Operations,West,Uline,Shipping,353.03,approved,T. Nguyen,
TX0006627,2025-02-01,Marketing,East,Canva,Software,155.55,approved,J. Chen,
TX0006628,2024-10-16,Finance,South,Staples,Office Supplies,64.73,rejected,M. Alvarez,
TX0006629,2026-04-24,Finance,International,Bloomberg,Data Services,48.57,approved,M. Alvarez,
TX0006630,2024-09-24,Sales,West,Hilton,Travel,411.09,approved,R. Patel,
TX0006631,2024-02-02,HR,South,Workday,Software,152.17,rejected,L. Rossi,
TX0006632,2024-02-02,Operations,South,Grainger,Maintenance,75.96,approved,T. Nguyen,
TX0006633,2024-02-25,Finance,Central,Oracle,Software,79.24,pending,M. Alvarez,
TX0006634,2024-08-10,Marketing,West,Vistaprint,Printing,1071.93,approved,J. Chen,
TX0006635,2024-12-27,HR,East,Costco,Office Supplies,74.95,approved,L. Rossi,
TX0006636,2024-04-14,Sales,West,Delta Air Lines,Travel,33.02,pending,R. Patel,
TX0006637,2024-11-10,Marketing,East,Google Ads,Advertising,374.10,approved,J. Chen,
TX0006638,2025-01-10,Marketing,East,Canva,Software,185.19,rejected,J. Chen,
TX0006639,2024-03-06,Sales,International,Hilton,Travel,49.31,approved,R. Patel,
TX0006640,2025-06-19,Engineering,West,Dell,Hardware,137.74,approved,S. Okafor,
TX0006641,2025-01-05,Sales,South,Delta Air Lines,Travel,62.46,approved,R. Patel,
TX0006642,2026-05-28,Sales,East,Salesforce,Software,35.43,approved,R. Patel,
TX0006643,2025-05-28,Engineering,West,Dell,Hardware,46.12,approved,S. Okafor,
TX0006644,2025-07-11,Finance,Central,Staples,Office Supplies,52.82,approved,M. Alvarez,
TX0006645,2026-05-18,Operations,International,Home Depot,Maintenance,127.51,approved,T. Nguyen,
TX0006646,2026-05-14,Operations,South,FedEx,Shipping,417.67,approved,T. Nguyen,
TX0006647,2025-02-13,Engineering,West,AWS,Cloud,186.73,approved,S. Okafor,
TX0006648,2024-06-16,Engineering,South,GitHub,Software,327.28,approved,S. Okafor,
TX0006649,2024-03-15,Sales,West,Delta Air Lines,Travel,830.45,approved,R. Patel,
TX0006650,2025-11-11,Sales,South,Delta Air Lines,Travel,92.68,approved,R. Patel,
TX0006651,2024-08-24,Engineering,East,Dell,Hardware,67.47,approved,S. Okafor,
TX0006652,2024-08-06,Operations,International,Uline,Shipping,313.31,approved,T. Nguyen,
TX0006653,2025-02-13,Engineering,Central,Atlassian,Software,210.88,pending,S. Okafor,
TX0006654,2025-07-23,Marketing,International,Vistaprint,Printing,27.15,approved,J. Chen,
TX0006655,2024-04-17,HR,International,Workday,Software,587.04,pending,L. Rossi,
TX0006656,2024-12-12,HR,South,Indeed,Recruiting,279.53,approved,L. Rossi,
TX0006657,2025-09-27,HR,West,Costco,Office Supplies,53.39,approved,L. Rossi,
TX0006658,2024-08-09,Finance,South,Intuit,Software,188.57,approved,M. Alvarez,
TX0006659,2025-10-20,Marketing,South,Canva,Software,57.03,pending,J. Chen,
TX0006660,2024-06-11,Sales,Central,Salesforce,Software,797.29,approved,R. Patel,
TX0006661,2024-09-08,Marketing,East,Google Ads,Advertising,69.75,pending,J. Chen,
TX0006662,2024-12-27,Engineering,West,Atlassian,Software,432.27,approved,S. Okafor,
TX0006663,2025-03-16,Operations,West,Home Depot,Maintenance,69.37,approved,T. Nguyen,
TX0006664,2026-02-08,Marketing,Central,Meta Ads,Advertising,363.53,approved,J. Chen,
TX0006665,2024-03-07,Engineering,Central,AWS,Cloud,283.62,rejected,S. Okafor,
TX0006666,2025-01-04,Operations,West,Home Depot,Maintenance,976.98,approved,T. Nguyen,
TX0006667,2024-08-20,Finance,South,Staples,Office Supplies,108.67,approved,M. Alvarez,
TX0006668,2025-05-31,Operations,West,FedEx,Shipping,115.17,approved,T. Nguyen,
TX0006669,2026-04-11,Sales,East,Salesforce,Software,20.59,approved,R. Patel,
TX0006670,2025-07-27,HR,West,LinkedIn,Recruiting,640.78,approved,L. Rossi,
TX0006671,2025-04-02,Sales,South,Salesforce,Software,822.83,rejected,R. Patel,
TX0006672,2025-02-13,Engineering,International,GitHub,Software,70.01,approved,S. Okafor,
TX0006673,2025-08-24,Marketing,East,Meta Ads,Advertising,288.01,approved,J. Chen,
TX0006674,2025-09-20,Sales,East,Hilton,Travel,73.59,approved,R. Patel,
TX0006675,2026-06-06,Operations,South,Home Depot,Maintenance,355.79,approved,T. Nguyen,
TX0006676,2024-02-24,Operations,West,Home Depot,Maintenance,97.02,approved,T. Nguyen,
TX0006677,2026-07-16,Finance,West,Staples,Office Supplies,259.97,pending,M. Alvarez,
TX0006678,2025-09-26,HR,International,Indeed,Recruiting,57.30,approved,L. Rossi,
TX0006679,2024-01-12,Marketing,West,Canva,Software,404.61,approved,J. Chen,
TX0006680,2025-12-09,Marketing,East,Canva,Software,91.66,approved,J. Chen,
TX0006681,2025-01-10,Operations,South,Home Depot,Maintenance,139.00,approved,T. Nguyen,
TX0006682,2024-05-22,HR,East,Costco,Office Supplies,565.90,rejected,L. Rossi,
TX0006683,2026-05-30,Sales,International,Uber,Travel,400.28,approved,R. Patel,
TX0006684,2024-06-28,HR,South,Costco,Office Supplies,41.79,pending,L. Rossi,
TX0006685,2025-04-15,Marketing,South,Meta Ads,Advertising,49.01,approved,J. Chen,
TX0006686,2024-06-24,Operations,International,Home Depot,Maintenance,51.09,approved,T. Nguyen,
TX0006687,2025-05-27,Marketing,East,Vistaprint,Printing,38.49,pending,J. Chen,
TX0006688,2024-06-05,Engineering,Central,GitHub,Software,134.17,approved,S. Okafor,
TX0006689,2026-02-07,Operations,West,FedEx,Shipping,148.38,approved,T. Nguyen,
TX0006690,2025-01-13,Engineering,West,AWS,Cloud,236.11,pending,S. Okafor,
TX0006691,2026-02-07,Marketing,West,Meta Ads,Advertising,84.56,pending,J. Chen,
TX0006692,2025-02-02,Marketing,East,Canva,Software,47.61,approved,J. Chen,
TX0006693,2025-11-26,Engineering,East,Atlassian,Software,162.61,approved,S. Okafor,
TX0006694,2025-09-19,Marketing,Central,Meta Ads,Advertising,614.26,approved,J. Chen,
TX0006695,2026-07-30,Operations,Central,Uline,Shipping,30.05,approved,T. Nguyen,
TX0006696,2025-02-09,Marketing,West,Meta Ads,Advertising,458.95,approved,J. Chen,
TX0006697,2026-06-03,Marketing,Central,Meta Ads,Advertising,112.11,approved,J. Chen,
TX0006698,2024-09-28,HR,South,Costco,Office Supplies,27.79,approved,L. Rossi,
TX0006699,2025-01-02,Operations,International,Uline,Shipping,305.99,approved,T. Nguyen,
TX0006700,2026-03-09,Marketing,East,Vistaprint,Printing,442.23,pending,J. Chen,
TX0006701,2026-06-08,Sales,Central,Delta Air Lines,Travel,339.97,pending,R. Patel,
TX0006702,2024-09-14,Sales,Central,Delta Air Lines,Travel,2278.72,approved,R. Patel,
TX0006703,2026-02-06,Engineering,South,AWS,Cloud,283.82,approved,S. Okafor,
TX0006704,2025-07-06,Engineering,West,AWS,Cloud,6.17,rejected,S. Okafor,
TX0006705,2024-02-16,Operations,East,Grainger,Maintenance,305.09,approved,T. Nguyen,
TX0006706,2026-04-10,HR,South,Indeed,Recruiting,927.25,approved,L. Rossi,
TX0006707,2025-12-30,HR,East,LinkedIn,Recruiting,258.73,pending,L. Rossi,
TX0006708,2026-03-06,Marketing,West,Canva,Software,122.50,pending,J. Chen,
TX0006709,2025-01-18,HR,South,Indeed,Recruiting,6.70,approved,L. Rossi,
TX0006710,2025-08-03,Sales,Central,Delta Air Lines,Travel,117.39,approved,R. Patel,
TX0006711,2024-01-09,Engineering,West,AWS,Cloud,14.36,approved,S. Okafor,
TX0006712,2025-10-17,Operations,Central,FedEx,Shipping,183.74,approved,T. Nguyen,
TX0006713,2024-08-08,Sales,Central,Hilton,Travel,23.72,approved,R. Patel,
TX0006714,2024-11-17,Operations,East,Grainger,Maintenance,246.15,approved,T. Nguyen,
TX0006715,2026-01-14,HR,West,Costco,Office Supplies,1119.30,approved,L. Rossi,
TX0006716,2026-01-22,Sales,East,Delta Air Lines,Travel,206.83,approved,R. Patel,
TX0006717,2024-07-01,HR,West,LinkedIn,Recruiting,445.59,approved,L. Rossi,
TX0006718,2026-01-02,HR,Central,Costco,Office Supplies,263.43,pending,L. Rossi,
TX0006719,2024-08-15,Marketing,East,Google Ads,Advertising,71.95,approved,J. Chen,
TX0006720,2025-09-26,Sales,International,Hilton,Travel,109.12,approved,R. Patel,
TX0006721,2025-08-25,Marketing,East,Meta Ads,Advertising,48.15,approved,J. Chen,
TX0006722,2026-08-06,Marketing,International,Meta Ads,Advertising,69.56,pending,J. Chen,
TX0006723,2024-04-28,Engineering,Central,Dell,Hardware,87.04,approved,S. Okafor,
TX0006724,2025-11-09,Sales,South,Hilton,Travel,27.04,approved,R. Patel,
TX0006725,2025-01-09,HR,East,LinkedIn,Recruiting,137.52,approved,L. Rossi,
TX0006726,2025-06-10,Marketing,International,Vistaprint,Printing,13.03,approved,J. Chen,
TX0006727,2024-04-02,Finance,International,Staples,Office Supplies,146.76,approved,M. Alvarez,
TX0006728,2025-10-28,Operations,West,Grainger,Maintenance,149.21,approved,T. Nguyen,
TX0006729,2025-10-14,Sales,East,Hilton,Travel,940.40,pending,R. Patel,
TX0006730,2026-02-20,Sales,Central,Uber,Travel,199.51,pending,R. Patel,
TX0006731,2025-08-22,HR,South,Indeed,Recruiting,267.94,approved,L. Rossi,
TX0006732,2025-10-15,Operations,International,Home Depot,Maintenance,206.11,approved,T. Nguyen,
TX0006733,2024-12-17,Finance,Central,Intuit,Software,205.66,approved,M. Alvarez,
TX0006734,2026-02-12,Marketing,West,Vistaprint,Printing,31.46,approved,J. Chen,
TX0006735,2025-04-14,Finance,South,Oracle,Software,193.46,approved,M. Alvarez,
TX0006736,2025-04-11,Engineering,East,AWS,Cloud,73.48,approved,S. Okafor,
TX0006737,2024-11-21,HR,West,LinkedIn,Recruiting,110.98,approved,L. Rossi,
TX0006738,2024-06-13,Finance,West,Staples,Office Supplies,370.14,approved,M. Alvarez,
TX0006739,2026-09-08,Sales,East,Hilton,Travel,50.57,approved,R. Patel,
TX0006740,2024-06-15,HR,South,LinkedIn,Recruiting,1420.72,approved,L. Rossi,
TX0006741,2024-04-15,Operations,South,FedEx,Shipping,608.78,approved,T. Nguyen,
TX0006742,2026-01-20,Engineering,East,Dell,Hardware,31.22,approved,S. Okafor,
TX0006743,2026-03-10,Operations,West,Home Depot,Maintenance,56.27,pending,T. Nguyen,
TX0006744,2025-05-18,Operations,East,Home Depot,Maintenance,1785.76,pending,T. Nguyen,
TX0006745,2024-01-24,HR,South,Costco,Office Supplies,107.55,approved,L. Rossi,
TX0006746,2026-01-13,Operations,South,Grainger,Maintenance,45.22,approved,T. Nguyen,
TX0006747,2025-12-27,HR,International,Indeed,Recruiting,38.58,approved,L. Rossi,
TX0006748,2026-04-08,HR,East,Workday,Software,350.21,approved,L. Rossi,
TX0006749,2025-02-09,HR,West,Costco,Office Supplies,43.13,approved,L. Rossi,
TX0006750,2026-03-18,Operations,South,Home Depot,Maintenance,223.98,approved,T. Nguyen,
TX0006751,2024-06-18,Operations,International,Grainger,Maintenance,379.86,approved,T. Nguyen,
TX0006752,2024-04-26,Engineering,East,Atlassian,Software,92.87,approved,S. Okafor,
TX0006753,2024-12-28,Engineering,South,Atlassian,Software,465.64,approved,S. Okafor,
TX0006754,2026-01-19,Finance,West,Intuit,Software,154.94,approved,M. Alvarez,
TX0006755,2024-04-26,Operations,West,FedEx,Shipping,53.32,approved,T. Nguyen,
TX0006756,2025-11-30,Sales,South,Hilton,Travel,113.59,approved,R. Patel,
TX0006757,2025-07-13,Sales,International,Hilton,Travel,83.12,pending,R. Patel,
TX0006758,2025-03-11,Sales,South,Hilton,Travel,137.97,approved,R. Patel,
TX0006759,2024-01-20,Finance,East,Bloomberg,Data Services,155.99,approved,M. Alvarez,
TX0006760,2025-05-04,Marketing,East,Vistaprint,Printing,40.75,approved,J. Chen,
TX0006761,2024-04-25,Engineering,West,AWS,Cloud,167.78,approved,S. Okafor,
TX0006762,2026-03-22,Finance,Central,Oracle,Software,40.03,approved,M. Alvarez,
TX0006763,2025-09-09,Marketing,Central,Meta Ads,Advertising,291.17,approved,J. Chen,
TX0006764,2026-07-20,Engineering,South,AWS,Cloud,119.89,pending,S. Okafor,
TX0006765,2025-01-29,HR,Central,Costco,Office Supplies,112.16,rejected,L. Rossi,
TX0006766,2026-08-08,Sales,Central,Hilton,Travel,174.78,approved,R. Patel,
TX0006767,2026-04-28,HR,International,Indeed,Recruiting,539.68,approved,L. Rossi,
TX0006768,2024-12-18,Finance,Central,Bloomberg,Data Services,68.52,approved,M. Alvarez,
TX0006769,2024-01-25,Engineering,International,Atlassian,Software,123.19,approved,S. Okafor,
TX0006770,2025-05-29,Sales,West,Salesforce,Software,65.00,approved,R. Patel,
TX0006771,2024-09-23,Sales,South,Delta Air Lines,Travel,76.76,rejected,R. Patel,
TX0006772,2025-07-28,Finance,West,Staples,Office Supplies,84.26,approved,M. Alvarez,
TX0006773,2025-06-22,Marketing,East,Google Ads,Advertising,16.47,approved,J. Chen,
TX0006774,2025-04-01,Engineering,East,GitHub,Software,391.40,approved,S. Okafor,
TX0006775,2025-11-01,Sales,South,Hilton,Travel,31.26,approved,R. Patel,
TX0006776,2025-07-21,Marketing,International,Google Ads,Advertising,53.37,approved,J. Chen,
TX0006777,2026-06-10,HR,South,LinkedIn,Recruiting,243.83,approved,L. Rossi,
TX0006778,2025-10-21,HR,South,LinkedIn,Recruiting,85.24,approved,L. Rossi,
TX0006779,2024-07-06,Sales,Central,Uber,Travel,110.46,pending,R. Patel,
TX0006780,2025-03-09,Finance,West,Staples,Office Supplies,189.10,approved,M. Alvarez,
TX0006781,2025-09-30,Operations,West,Uline,Shipping,109.48,approved,T. Nguyen,
TX0006782,2025-03-04,Marketing,International,Vistaprint,Printing,40.99,approved,J. Chen,
TX0006783,2026-04-09,Finance,International,Oracle,Software,50.91,approved,M. Alvarez,
TX0006784,2024-06-08,Operations,Central,Grainger,Maintenance,45.41,approved,T. Nguyen,
TX0006785,2024-10-08,Marketing,East,Canva,Software,160.18,approved,J. Chen,
TX0006786,2024-08-14,Operations,South,Uline,Shipping,175.02,approved,T. Nguyen,
TX0006787,2024-04-28,Finance,West,Bloomberg,Data Services,430.18,rejected,M. Alvarez,
TX0006788,2024-03-22,Operations,South,Uline,Shipping,51.09,approved,T. Nguyen,
TX0006789,2026-03-24,Marketing,International,Meta Ads,Advertising,154.77,pending,J. Chen,
TX0006790,2024-02-09,Sales,South,Salesforce,Software,106.38,approved,R. Patel,
TX0006791,2026-03-25,Marketing,International,Google Ads,Advertising,45.30,approved,J. Chen,
TX0006792,2025-01-27,Sales,Central,Delta Air Lines,Travel,357.41,approved,R. Patel,
TX0006793,2024-02-27,Marketing,International,Vistaprint,Printing,1350.86,approved,J. Chen,
TX0006794,2025-04-26,Sales,South,Salesforce,Software,533.03,pending,R. Patel,
TX0006795,2024-02-25,HR,International,LinkedIn,Recruiting,179.82,approved,L. Rossi,
TX0006796,2025-04-11,Sales,South,Uber,Travel,85.47,approved,R. Patel,
TX0006797,2024-10-16,Marketing,International,Meta Ads,Advertising,68.95,pending,J. Chen,
TX0006798,2024-12-26,Engineering,Central,GitHub,Software,118.92,approved,S. Okafor,
TX0006799,2024-01-18,HR,West,Workday,Software,393.51,approved,L. Rossi,
TX0006800,2025-04-24,Engineering,South,GitHub,Software,79.46,approved,S. Okafor,
TX0006801,2024-08-02,HR,West,Indeed,Recruiting,210.20,approved,L. Rossi,
TX0006802,2025-08-20,Finance,International,Bloomberg,Data Services,94.03,approved,M. Alvarez,
TX0006803,2024-10-24,Sales,East,Uber,Travel,533.46,approved,R. Patel,
TX0006804,2026-03-14,Marketing,West,Vistaprint,Printing,224.23,approved,J. Chen,
TX0006805,2024-03-22,Engineering,Central,GitHub,Software,72.66,approved,S. Okafor,
TX0006806,2024-02-02,Sales,Central,Hilton,Travel,48.67,approved,R. Patel,
TX0006807,2024-09-09,Engineering,International,AWS,Cloud,35.04,approved,S. Okafor,
TX0006808,2026-05-26,Finance,West,Staples,Office Supplies,40.90,approved,M. Alvarez,
TX0006809,2025-04-29,Finance,West,Bloomberg,Data Services,56.33,approved,M. Alvarez,
TX0006810,2024-07-26,Operations,Central,FedEx,Shipping,113.25,approved,T. Nguyen,
TX0006811,2025-10-05,HR,West,Workday,Software,37.67,approved,L. Rossi,
TX0006812,2024-02-27,Marketing,East,Google Ads,Advertising,53.92,approved,J. Chen,
TX0006813,2025-12-02,Sales,South,Salesforce,Software,380.83,pending,R. Patel,
TX0006814,2026-02-01,Engineering,West,AWS,Cloud,64.70,pending,S. Okafor,
TX0006815,2025-01-06,Engineering,West,AWS,Cloud,116.84,rejected,S. Okafor,
TX0006816,2024-05-02,Sales,International,Hilton,Travel,416.85,approved,R. Patel,
TX0006817,2025-10-05,Engineering,Central,GitHub,Software,233.39,approved,S. Okafor,
TX0006818,2024-02-17,Engineering,East,Atlassian,Software,98.39,approved,S. Okafor,
TX0006819,2024-10-22,Sales,South,Hilton,Travel,194.74,approved,R. Patel,
TX0006820,2024-09-25,Finance,Central,Bloomberg,Data Services,1192.44,approved,M. Alvarez,
TX0006821,2024-09-19,Operations,East,Home Depot,Maintenance,2229.43,approved,T. Nguyen,
TX0006822,2025-04-18,Finance,West,Intuit,Software,154.68,approved,M. Alvarez,
TX0006823,2025-09-21,Finance,Central,Bloomberg,Data Services,72.16,approved,M. Alvarez,
TX0006824,2026-07-20,Operations,International,Home Depot,Maintenance,905.81,approved,T. Nguyen,
TX0006825,2026-06-29,Sales,Central,Salesforce,Software,344.10,approved,R. Patel,
TX0006826,2024-05-14,Finance,International,Staples,Office Supplies,333.40,pending,M. Alvarez,
TX0006827,2026-09-08,Marketing,East,Vistaprint,Printing,12.84,approved,J. Chen,
TX0006828,2024-10-18,Sales,Central,Hilton,Travel,1029.04,approved,R. Patel,
TX0006829,2024-06-06,Finance,International,Bloomberg,Data Services,633.28,approved,M. Alvarez,
TX0006830,2026-07-05,Engineering,West,GitHub,Software,123.23,approved,S. Okafor,
TX0006831,2024-07-21,Engineering,East,Atlassian,Software,145.00,approved,S. Okafor,
TX0006832,2025-09-13,Engineering,West,GitHub,Software,20.61,approved,S. Okafor,
TX0006833,2024-02-05,HR,International,Workday,Software,657.33,approved,L. Rossi,
TX0006834,2025-08-13,HR,South,Costco,Office Supplies,100.62,approved,L. Rossi,
TX0006835,2026-08-28,Finance,East,Oracle,Software,53.99,approved,M. Alvarez,
TX0006836,2024-01-11,Engineering,Central,GitHub,Software,141.86,approved,S. Okafor,
TX0006837,2025-08-17,Engineering,South,AWS,Cloud,547.00,pending,S. Okafor,
TX0006838,2024-11-04,Sales,South,Delta Air Lines,Travel,59.08,approved,R. Patel,
TX0006839,2025-08-25,Operations,East,Uline,Shipping,1254.44,rejected,T. Nguyen,
TX0006840,2024-08-15,Marketing,East,Meta Ads,Advertising,92.08,approved,J. Chen,
TX0006841,2024-02-14,Finance,West,Staples,Office Supplies,93.84,approved,M. Alvarez,
TX0006842,2024-02-13,Marketing,International,Google Ads,Advertising,67.06,approved,J. Chen,
TX0006843,2025-07-05,Marketing,East,Canva,Software,1601.19,approved,J. Chen,
TX0006844,2025-03-27,Finance,South,Staples,Office Supplies,147.68,approved,M. Alvarez,
TX0006845,2025-04-12,Marketing,International,Canva,Software,327.00,approved,J. Chen,
TX0006846,2024-12-16,Sales,South,Delta Air Lines,Travel,57.40,pending,R. Patel,
TX0006847,2025-05-17,Engineering,Central,AWS,Cloud,506.18,approved,S. Okafor,
TX0006848,2024-07-30,Marketing,East,Canva,Software,37.52,approved,J. Chen,
TX0006849,2024-06-04,HR,South,Costco,Office Supplies,155.56,approved,L. Rossi,
TX0006850,2024-11-10,Sales,West,Hilton,Travel,100.38,approved,R. Patel,
TX0006851,2024-04-07,Sales,Central,Salesforce,Software,332.99,approved,R. Patel,
TX0006852,2026-06-02,Operations,East,Grainger,Maintenance,84.78,pending,T. Nguyen,
TX0006853,2026-01-17,Finance,Central,Oracle,Software,216.43,approved,M. Alvarez,
TX0006854,2025-10-04,Engineering,Central,Atlassian,Software,149.16,approved,S. Okafor,
TX0006855,2026-08-26,Operations,South,Home Depot,Maintenance,607.17,approved,T. Nguyen,
TX0006856,2025-07-29,HR,Central,Indeed,Recruiting,25.85,approved,L. Rossi,
TX0006857,2026-01-18,Finance,International,Bloomberg,Data Services,120.22,approved,M. Alvarez,
TX0006858,2024-11-06,HR,East,Costco,Office Supplies,18.53,pending,L. Rossi,
TX0006859,2024-08-30,Sales,Central,Uber,Travel,398.71,approved,R. Patel,
TX0006860,2024-11-07,Sales,West,Uber,Travel,133.29,approved,R. Patel,
TX0006861,2024-10-25,Sales,West,Delta Air Lines,Travel,231.58,approved,R. Patel,
TX0006862,2026-03-30,Marketing,West,Meta Ads,Advertising,140.96,approved,J. Chen,
TX0006863,2025-09-10,Engineering,South,Atlassian,Software,68.02,approved,S. Okafor,
TX0006864,2024-10-02,HR,West,Costco,Office Supplies,11.62,approved,L. Rossi,
TX0006865,2026-02-07,Marketing,South,Google Ads,Advertising,899.29,approved,J. Chen,
TX0006866,2025-01-21,Finance,South,Oracle,Software,135.77,approved,M. Alvarez,
TX0006867,2024-10-03,Operations,South,Grainger,Maintenance,62.64,approved,T. Nguyen,
TX0006868,2024-06-03,Marketing,West,Meta Ads,Advertising,551.01,approved,J. Chen,
TX0006869,2025-04-13,Engineering,South,Atlassian,Software,64.98,rejected,S. Okafor,
TX0006870,2026-09-10,Sales,South,Uber,Travel,355.62,approved,R. Patel,
TX0006871,2026-09-16,Marketing,South,Canva,Software,90.57,approved,J. Chen,
TX0006872,2025-01-13,Sales,International,Delta Air Lines,Travel,551.26,approved,R. Patel,
TX0006873,2025-06-29,Operations,West,Grainger,Maintenance,134.66,approved,T. Nguyen,
TX0006874,2025-05-15,Engineering,International,AWS,Cloud,628.03,approved,S. Okafor,
TX0006875,2024-09-26,HR,International,Workday,Software,503.33,approved,L. Rossi,
TX0006876,2024-07-19,Marketing,West,Canva,Software,214.77,approved,J. Chen,
TX0006877,2026-08-08,Operations,East,Grainger,Maintenance,232.28,approved,T. Nguyen,
TX0006878,2025-01-08,Marketing,International,Canva,Software,1431.94,approved,J. Chen,
TX0006879,2026-06-22,Sales,Central,Salesforce,Software,127.62,approved,R. Patel,
TX0006880,2026-02-07,Finance,International,Bloomberg,Data Services,233.86,approved,M. Alvarez,
TX0006881,2025-04-21,Finance,West,Oracle,Software,324.35,approved,M. Alvarez,
TX0006882,2025-01-04,Marketing,West,Canva,Software,135.91,approved,J. Chen,
TX0006883,2026-06-05,Engineering,West,Atlassian,Software,232.29,approved,S. Okafor,
TX0006884,2025-11-24,Operations,South,Home Depot,Maintenance,937.61,approved,T. Nguyen,
TX0006885,2024-01-23,Marketing,Central,Google Ads,Advertising,234.49,approved,J. Chen,
TX0006886,2024-07-14,Sales,East,Hilton,Travel,143.37,approved,R. Patel,
TX0006887,2025-12-11,Finance,South,Staples,Office Supplies,35.31,approved,M. Alvarez,
TX0006888,2026-05-18,Finance,East,Oracle,Software,44.91,approved,M. Alvarez,
TX0006889,2024-04-12,Engineering,South,Dell,Hardware,50.61,approved,S. Okafor,
TX0006890,2024-08-15,Engineering,International,GitHub,Software,1888.03,approved,S. Okafor,
TX0006891,2026-08-16,HR,Central,Indeed,Recruiting,47.53,approved,L. Rossi,
TX0006892,2024-06-16,Operations,International,Home Depot,Maintenance,60.19,pending,T. Nguyen,
TX0006893,2025-12-04,Operations,South,Grainger,Maintenance,7.36,approved,T. Nguyen,
TX0006894,2025-04-16,Sales,East,Salesforce,Software,63.22,rejected,R. Patel,
TX0006895,2024-08-11,HR,East,Costco,Office Supplies,83.31,approved,L. Rossi,
TX0006896,2024-04-06,Sales,Central,Delta Air Lines,Travel,51.45,approved,R. Patel,
TX0006897,2025-04-22,HR,Central,LinkedIn,Recruiting,71.12,approved,L. Rossi,
TX0006898,2024-08-04,Engineering,International,Dell,Hardware,16.39,approved,S. Okafor,
TX0006899,2024-08-11,HR,East,Workday,Software,81.34,approved,L. Rossi,
TX0006900,2025-09-15,Marketing,International,Vistaprint,Printing,182.23,approved,J. Chen,
TX0006901,2025-10-01,Operations,East,Grainger,Maintenance,405.28,approved,T. Nguyen,
TX0006902,2025-10-23,HR,East,Costco,Office Supplies,229.33,approved,L. Rossi,
TX0006903,2024-07-25,Operations,International,FedEx,Shipping,246.58,approved,T. Nguyen,
TX0006904,2024-07-23,Finance,South,Staples,Office Supplies,166.59,pending,M. Alvarez,
TX0006905,2025-08-10,Engineering,International,Atlassian,Software,9.61,approved,S. Okafor,
TX0006906,2026-03-14,Finance,South,Intuit,Software,286.72,approved,M. Alvarez,
TX0006907,2024-12-06,Engineering,International,Dell,Hardware,75.56,approved,S. Okafor,
TX0006908,2025-01-13,HR,South,LinkedIn,Recruiting,98.27,approved,L. Rossi,
TX0006909,2025-05-25,Sales,East,Salesforce,Software,251.46,approved,R. Patel,
TX0006910,2024-04-17,Marketing,Central,Google Ads,Advertising,1287.88,approved,J. Chen,
TX0006911,2025-05-06,HR,Central,LinkedIn,Recruiting,154.88,approved,L. Rossi,
TX0006912,2025-11-27,Operations,Central,Grainger,Maintenance,214.94,approved,T. Nguyen,
TX0006913,2026-08-20,Finance,International,Oracle,Software,73.17,approved,M. Alvarez,
TX0006914,2024-10-30,Operations,International,Home Depot,Maintenance,278.76,approved,T. Nguyen,
TX0006915,2024-11-13,HR,International,LinkedIn,Recruiting,102.07,approved,L. Rossi,
TX0006916,2025-01-03,Marketing,South,Google Ads,Advertising,150.00,approved,J. Chen,
TX0006917,2025-12-27,Finance,Central,Oracle,Software,237.40,approved,M. Alvarez,
TX0006918,2024-09-12,Sales,East,Salesforce,Software,35.71,approved,R. Patel,
TX0006919,2025-07-21,Engineering,West,AWS,Cloud,23.67,approved,S. Okafor,
TX0006920,2024-08-13,Sales,East,Salesforce,Software,122.56,pending,R. Patel,
TX0006921,2025-03-08,HR,West,Indeed,Recruiting,181.37,approved,L. Rossi,
TX0006922,2025-02-04,Marketing,East,Google Ads,Advertising,408.39,rejected,J. Chen,
TX0006923,2025-06-16,Sales,South,Delta Air Lines,Travel,110.85,approved,R. Patel,
TX0006924,2024-11-24,Engineering,Central,AWS,Cloud,129.53,rejected,S. Okafor,
TX0006925,2024-10-07,Sales,Central,Hilton,Travel,79.49,approved,R. Patel,
TX0006926,2024-10-27,Sales,West,Delta Air Lines,Travel,293.91,approved,R. Patel,
TX0006927,2024-05-27,Finance,Central,Oracle,Software,20.23,pending,M. Alvarez,
TX0006928,2024-07-20,Sales,East,Salesforce,Software,397.88,approved,R. Patel,
TX0006929,2024-10-17,Sales,Central,Hilton,Travel,427.50,approved,R. Patel,
TX0006930,2024-04-23,Operations,West,FedEx,Shipping,227.96,approved,T. Nguyen,
